number,description,department,type,brand,unit_type
44990-10,Used Whoelsaled Unit Sales,8,1,33,173
44950-10,Used Other Product Sales,8,1,33,153
44900-10,Used Trailer Sales,8,1,33,150
44090-10,Used Boat Sales,8,1,33,151
44080-10,Used Engine Sales,8,1,33,152
44070-10,Used Sport Boat Sales,8,1,33,151
44060-10,Used Scooter Sales,8,1,33,143
44050-10,Used Watercraft Sales,8,1,33,146
44040-10,Used Dirt Bike Sales,8,1,33,139
44030-10,Used Motorcycle Sales,8,1,33,137
44020-10,Used UTV Sales,8,1,33,145
44010-10,Used ATV Sales,8,1,33,162
43950-10,New Wholesaled Unit Sales,3,1,33,173
43880-10,New Mercury Engine Sales,3,1,86,168
43870-10,New KTM Motorcycle Sales,3,1,14,137
43860-10,New Kymco Scooter Sales,3,1,15,143
43850-10,New Dirt Bike Sales,3,1,15,162
43805-10,New Textron ATV Sales,3,1,21,162
43760-10,New Bayliner Boat Sales,3,1,79,151
43750-10,New Mailbu Boat Sales,3,1,100,151
43740-10,New Tige Boat Sales,3,1,102,151
43720-10,New Bentley Boat Sales,3,1,99,151
43710-10,New Centurion Boat Sales,3,1,97,151
43I30-10,New Indian Motorcycle Sales,3,1,46,172
43660-10,New BMW Scooter Sales,3,1,10,143
43630-10,New BMW Motorcycle Sales,3,1,10,137
43560-10,New Honda Scooter Sales,3,1,3,143
43530-10,New Honda Motorcycle Sales,3,1,3,170
43520-10,New Honda UTV Sales,3,1,3,145
43510-10,New Honda ATV Sales,3,1,3,162
43450-10,New Kawasaki Watercraft Sales,3,1,6,146
43430-10,New Kawasaki Motorcycle Sales,3,1,6,137
43420-10,New Kawasaki UTV Sales,3,1,6,145
43410-10,New Kawasaki ATV Sales,3,1,6,162
43350-10,New Bombardier Watercraft Sales,3,1,4,146
43330-10,New Bombardier Motorcycle Sales,3,1,4,169
43320-10,New Bombardier UTV Sales,3,1,4,145
43310-10,New Bombardier ATV Sa;es,3,1,4,162
43280-10,New Yamaha Engine Sales,3,1,8,152
43260-10,New Yamaha Scooter Sales,3,1,8,143
43250-10,New Yamaha Watercraft Sales,3,1,8,146
43240-10,New Yamaha Dirt Bike Sales,3,1,8,139
43230-10,New Yamaha Motorcycle Sales,3,1,8,172
43220-10,New Yamaha UTV Sales,3,1,8,145
43210-10,New Yamaha ATV Sales,3,1,8,162
43150-10,New Polaris Watercraft Sales,3,1,16,146
43130-10,New Victory Motorcycle Sales,3,1,19,137
43120-10,New Polaris UTV Sales,3,1,16,145
43110-10,New Polaris ATV Sales,3,1,16,162
43060-10,New Suzuki Scooter Sales,3,1,7,143
43040-10,New Suzuki Dirt Bike Sales,3,1,7,139
43030-10,New Suzuki Motorcycle Sales,3,1,7,137
44930-20,Used Unit Customer Discount,8,1,52,181
43930-10,New Unit Customer Discount,3,1,52,181
OFFSET-COMP,Offset Memo Account,3,1,52,191
WHOLESALEMU-COMP,Used Major Unit Sold Counts - Wholesale,8,1,33,173
USEDMU-COMP,Used Major Unit Sold Counts - Retail,8,1,33,153
NEWMU-COMP,New Major Unit Sold Counts - Retail,3,1,52,191
64920-20,Used Unit Adjustment,8,2,52,175
64910-20,Used Unit Wholesale- COGS,8,2,33,173
64900-20,"Used Unit Wholesale, Adjustment, Etc",8,2,33,173
64890-20,Used COGS Other-,8,2,33,153
64840-20,Used COGS Car/Carts,8,2,33,194
64830-20,Used COGS Engine,8,2,33,152
64820-20,Used COGS Generator-,8,2,33,152
64810-20,Used COGS Trailer-,8,2,33,150
64800-20,"Used COGS-Trailer, Generator, Etc",8,2,33,152
64779-20,Used COGS Snowmobile-Other,8,2,33,149
64733-20,Used COGS Snowmobile-BRP,8,2,4,149
64725-20,Used COGS Snowmobile-Polaris,8,2,16,149
64700-20,Used COGS Snowmobile-,8,2,33,149
64679-20,Used COGS PWC-Other,8,2,33,146
64633-20,Used COGS PWC-BRP,8,2,4,146
64629-20,Used COGS PWC-Yamaha,8,2,8,146
64623-20,Used COGS PWC-Kawasaki,8,2,6,146
64600-20,Used COGS PWC-,8,2,33,146
64579-20,Used COGS Boats-Other,8,2,33,151
64573-20,Used COGS Boats-Ranger,8,2,33,151
64571-20,Used COGS Boats-TideWater,8,2,33,151
64569-20,Used COGS Boats-Manitou,8,2,78,151
64567-20,Used COGS Boats-Alumacraft,8,2,82,151
64565-20,Used COGS Boats-Mercury Marine,8,2,86,151
64563-20,Used COGS Boats-Wellcraft,8,2,33,151
64561-20,Used COGS Boats-Scarab,8,2,77,151
64533-20,Used COGS Boats-BRP,8,2,4,151
64529-20,Used COGS Boats-Yamaha,8,2,8,151
64500-20,Used COGS Boats-,8,2,33,151
64479-20,Used COGS UTV-Other,8,2,33,145
64453-20,Used COGS UTV-Segway,8,2,167,145
64449-20,Used COGS UTV-CFMoto,8,2,44,145
64447-20,Used COGS UTV-SpeedUTV,8,2,33,145
64443-20,Used COGS UTV-SSR,8,2,55,145
64441-20,Used COGS UTV-Hisun,8,2,113,145
64433-20,Used COGS UTV-BRP,8,2,4,145
64429-20,Used COGS UTV-Yamaha,8,2,8,145
64425-20,Used COGS UTV-Polaris,8,2,16,145
64423-20,Used COGS UTV-Kawasaki,8,2,6,145
64421-20,Used COGS UTV-Honda,8,2,3,145
64400-20,Used COGS UTV-,8,2,33,145
64379-20,Used COGS ATV-Other,8,2,33,162
64353-20,Used COGS ATV-Segway,8,2,167,162
64349-20,Used COGS ATV-CFMoto,8,2,44,162
64345-20,Used COGS ATV-Kayo,8,2,131,162
64343-20,Used COGS ATV-SSR,8,2,55,162
64341-20,Used COGS ATV-Hisun,8,2,113,162
64337-20,Used COGS ATV-KTM,8,2,14,162
64333-20,Used COGS ATV-BRP,8,2,4,162
64329-20,Used COGS ATV-Yamaha,8,2,8,162
64327-20,Used COGS ATV-Suzuki,8,2,7,162
64325-20,Used COGS ATV-Polaris,8,2,16,162
64323-20,Used COGS ATV-Kawasaki,8,2,6,162
64321-20,Used COGS ATV-Honda,8,2,3,162
64300-20,Used COGS ATV-,8,2,33,162
64279-20,Used COGS Dirt Bikes-Other,8,2,33,139
64253-20,Used COGS Dirt Bikes-Segway,8,2,167,139
64245-20,Used COGS Dirt Bikes-Kayo,8,2,131,139
64243-20,Used COGS Dirt Bikes-SSR,8,2,55,139
64237-20,Used COGS Dirt Bikes-KTM,8,2,14,139
64229-20,Used COGS Dirt Bikes-Yamaha,8,2,8,139
64227-20,Used COGS Dirt Bikes-Suzuki,8,2,7,139
64223-20,Used COGS Dirt Bikes-Kawasaki,8,2,6,139
64221-20,Used COGS Dirt Bikes-Honda,8,2,3,139
64200-20,Used COGS Dirt Bikes-,8,2,33,139
64179-20,Used COGS Scooter-Other,8,2,33,143
64153-20,Used COGS Scooter-Segway,8,2,167,143
64143-20,Used COGS Scooter-SSR,8,2,55,143
64129-20,Used COGS Scooter-Yamaha,8,2,8,143
64127-20,Used COGS Scooter-Suzuki,8,2,7,143
64121-20,Used COGS Scooter-Honda,8,2,3,143
64100-20,Used COGS Scooter-,8,2,33,143
64079-20,Used COGS Motorcycles-Other,8,2,33,137
64052-20,Used COGS Motorcycles-Vanderhall,8,2,76,169
64051-20,Used COGS Motorcycles-Zero,8,2,45,140
64049-20,Used COGS Motorcycles-CFMoto,8,2,44,137
64043-20,Used COGS Motorcycles-SSR/Benelli,8,2,55,137
64039-20,Used COGS Motorcycles-Triumph,8,2,17,137
64037-20,Used COGS Motorcycles-KTM,8,2,14,137
64035-20,Used COGS Motorcycles-Ducati,8,2,11,137
64033-20,Used COGS Motorcycles-BRP,8,2,4,169
64031-20,Used COGS Motorcycles-BMW,8,2,10,137
64029-20,Used COGS Motorcycles-Yamaha,8,2,8,137
64027-20,Used COGS Motorcycles-Suzuki,8,2,7,137
64025-20,Used COGS Motorcycles-Polaris,8,2,16,169
64023-20,Used COGS Motorcycles-Kawasaki,8,2,6,137
64021-20,Used COGS Motorcycles-Honda,8,2,3,137
64015-20,Used COGS Motorcycles-Victory,8,2,19,137
64013-20,Used COGS Motorcycles-Indian,8,2,46,137
64010-20,Used COGS HD-Other,8,2,23,153
64009-20,Used COGS HD-PANAM,8,2,23,171
64008-20,Used COGS HD-Trike,8,2,23,171
64007-20,Used COGS HD-CVO,8,2,23,171
64006-20,Used COGS HD-Street,8,2,23,171
64005-20,Used COGS HD-Adventure,8,2,23,171
64004-20,Used COGS HD-Sportster,8,2,23,171
64003-20,Used COGS HD-Dyna,8,2,23,171
64002-20,Used COGS HD-Softail,8,2,23,171
64001-20,Used COGS HD-Touring,8,2,23,171
64000-20,Used COGS Motorcycles-,8,2,33,137
63920-10,New Unit Adjustment,3,2,52,175
63910-10,New Unit Wholesale- COGS,3,2,33,153
63900-10,New Unit COGS,3,2,33,150
63890-10,New COGS Other-,3,2,33,153
63840-10,New COGS Carts/Cars,3,2,138,145
63830-10,New COGS Engine,3,2,138,162
63820-10,New COGS Generator-Generator,3,2,33,152
63810-10,New COGS Trailer-,3,2,13,139
63800-10,New COGS Other-,3,2,21,145
63733-10,New COGS Snowmobile-BRP,3,2,4,149
63725-10,New COGS Snowmobile-Polaris,3,2,16,149
63700-10,New COGS Snowmobile-,3,2,33,149
63633-10,New COGS PWC-BRP,3,2,4,146
63629-10,New COGS PWC-Yamaha,3,2,8,146
63623-10,New COGS PWC-Kawasaki,3,2,6,146
63600-10,New COGS PWC-,3,2,33,146
63573-10,New COGS Boats-Ranger,3,2,93,151
63571-10,New COGS Boats-TideWater,3,2,33,151
63569-10,New COGS Boats-Manitou,3,2,78,151
63567-10,New COGS Boats-Alumacraft,3,2,82,151
63565-10,New COGS Boats-Mercury Marine,3,2,86,151
63563-10,New COGS Boats-Wellcraft,3,2,33,151
63561-10,New COGS Boats-Scarab,3,2,77,151
63533-10,New COGS Boats-BRP,3,2,4,151
63529-10,New COGS Boats-Yamaha,3,2,8,151
63500-10,New COGS Boats-,3,2,33,151
63453-10,New COGS UTV-Segway,3,2,167,145
63449-10,New COGS UTV-CFMoto,3,2,44,145
63447-10,New COGS UTV-SpeedUTV,3,2,33,145
63443-10,New COGS UTV-SSR,3,2,55,145
63441-10,New COGS UTV-Hisun,3,2,113,145
63433-10,New COGS UTV-BRP,3,2,4,145
63429-10,New COGS UTV-Yamaha,3,2,8,145
63425-10,New COGS UTV-Polaris,3,2,16,145
63423-10,New COGS UTV-Kawasaki,3,2,6,145
63421-10,New COGS UTV-Honda,3,2,3,145
63400-10,New COGS UTV-,3,2,33,145
63353-10,New COGS ATV-Segway,3,2,167,162
63349-10,New COGS ATV-CFMoto,3,2,44,162
63345-10,New COGS ATV-Kayo,3,2,131,162
63343-10,New COGS ATV-SSR,3,2,55,162
63341-10,New COGS ATV-Hisun,3,2,113,162
63337-10,New COGS ATV-KTM,3,2,14,162
63333-10,New COGS ATV-BRP,3,2,4,162
63329-10,New COGS ATV-Yamaha,3,2,8,162
63327-10,New COGS ATV-Suzuki,3,2,7,162
63325-10,New COGS ATV-Polaris,3,2,16,162
63323-10,New COGS ATV-Kawasaki,3,2,6,162
63321-10,New COGS ATV-Honda,3,2,3,162
63300-10,New COGS ATV-,3,2,33,162
63253-10,New COGS Dirt Bikes-Segway,3,2,167,139
63245-10,New COGS Dirt Bikes-Kayo,3,2,131,139
63243-10,New COGS Dirt Bikes-SSR,3,2,55,139
63237-10,New COGS Dirt Bikes-KTM,3,2,14,139
63229-10,New COGS Dirt Bikes-Yamaha,3,2,8,139
63227-10,New COGS Dirt Bikes-Suzuki,3,2,7,139
63223-10,New COGS Dirt Bikes-Kawasaki,3,2,6,139
63221-10,New COGS Dirt Bikes-Honda,3,2,3,139
63200-10,New COGS Dirt Bikes-,3,2,33,139
63153-10,New COGS Scooter-Segway,3,2,167,143
63143-10,New COGS Scooter-SSR,3,2,55,143
63129-10,New COGS Scooter-Yamaha,3,2,8,143
63127-10,New COGS Scooter-Suzuki,3,2,7,143
63121-10,New COGS Scooter-Honda,3,2,3,143
63100-10,New COGS Scooter-,3,2,33,143
63052-10,New COGS Motorcycles-Vanderhall,3,2,76,169
63051-10,New COGS Motorcycles-Zero,3,2,45,140
63049-10,New COGS Motorcycles-CFMoto,3,2,44,137
63043-10,New COGS Motorcycles-SSR/Benelli,3,2,55,137
63039-10,New COGS Motorcycles-Triumph,3,2,17,137
63037-10,New COGS Motorcycles-KTM,3,2,14,137
63035-10,New COGS Motorcycles-Ducati,3,2,11,137
63033-10,New COGS Motorcycles-BRP,3,2,4,169
63031-10,New COGS Motorcycles-BMW,3,2,10,137
63029-10,New COGS Motorcycles-Yamaha,3,2,8,137
63027-10,New COGS Motorcycles-Suzuki,3,2,7,137
63025-10,New COGS Motorcycles-Polaris,3,2,16,177
63023-10,New COGS Motorcycles-Kawasaki,3,2,6,137
63021-10,New COGS Motorcycles-Honda,3,2,3,137
63015-10,New COGS Motorcycles-Victory,3,2,19,137
63013-10,New COGS Motorcycles-Indian,3,2,46,172
63010-10,New COGS HD-Other,3,2,7,162
63009-10,New COGS HD-PanAm,3,2,23,171
63008-10,New COGS HD-Trike,3,2,23,171
63007-10,New COGS HD-CVO,3,2,23,171
63006-10,New COGS HD-Street,3,2,23,171
63005-10,New COGS HD-Vrod,3,2,23,171
63004-10,New COGS HD-Sportster,3,2,23,171
63003-10,New COGS HD-Dyna,3,2,23,171
63002-10,New COGS HD-Softail,3,2,23,171
63001-10,New COGS HD-Touring,3,2,23,171
63000-10,New COGS Motorcycles-,3,2,33,137
64920-10,Used Reserve Adjustment,8,2,52,175
63730-10,New Go Kart COS,3,2,101,151
64995-10,Less : Unpaid Holdbacks,3,2,52,180
64990-10,Used Wholesaled Unit COS,8,2,33,173
64950-10,Used Other Product COS,8,2,33,153
64900-10,Used Trailer COS,8,2,33,150
64090-10,Used Boat COS,8,2,33,151
64080-10,Used Engine COS,8,2,33,152
64070-10,Used Sport Boat COS,8,2,33,151
64060-10,Used Scooter COS,8,2,33,143
64050-10,Used Watercraft COS,8,2,33,146
64040-10,Used Dirt Bike COS,8,2,33,139
64030-10,Used Motorcycle COS,8,2,33,137
64020-10,Used UTV COS,8,2,33,145
64010-10,Used ATV COS,8,2,33,162
63990-10,Less : Unpaid Rebates/Factory Incentives,3,2,52,179
63950-10,New Wholesaled Unit COS,3,2,33,173
63880-10,New Mercury Engine COS,3,2,86,168
63870-10,New KTM Motorcycle COS,3,2,14,137
63860-10,New Kymco Scooter COS,3,2,15,143
63850-10,New Dirt Bike COS,3,2,15,162
63805-10,New Textron ATV COS,3,2,21,162
63760-10,New Bayliner Boat COS,3,2,79,151
63750-10,New Mailbu Boat COS,3,2,100,151
63740-10,New Tige Boat COS,3,2,102,151
63720-10,New Bentley Boat COS,3,2,99,151
63710-10,New Centurion Boat COS,3,2,97,151
63I30-10,New Indian Motorcycle COS,3,2,46,172
63660-10,New BMW Scooter COS,3,2,10,143
63630-10,New BMW Motorcycle COS,3,2,10,137
63560-10,New Honda Scooter COS,3,2,3,143
63530-10,New Honda Motorcycle COS,3,2,3,170
63520-10,New Honda UTV COS,3,2,3,145
63510-10,New Honda ATV COS,3,2,3,162
63450-10,New Kawasaki Watercraft COS,3,2,6,146
63430-10,New Kawasaki Motorcycle COS,3,2,6,137
63420-10,New Kawasaki UTV COS,3,2,6,145
63410-10,New Kawasaki ATV COS,3,2,6,162
63350-10,New Bombardier Watercraft COS,3,2,4,146
63330-10,New Bombardier Motorcycle COS,3,2,4,169
63320-10,New Bombardier UTV COS,3,2,4,145
63310-10,New Bombardier ATV COS,3,2,4,162
63280-10,New Yamaha Engine COS,3,2,8,152
63260-10,New Yamaha Scooter COS,3,2,8,143
63250-10,New Yamaha Watercraft COS,3,2,8,146
63240-10,New Yamaha Dirt Bike COS,3,2,8,139
63230-10,New Yamaha Motorcycle COS,3,2,8,172
63220-10,New Yamaha UTV COS,3,2,8,145
63210-10,New Yamaha ATV COS,3,2,8,162
63150-10,New Polaris Watercraft COS,3,2,16,146
63130-10,New Victory Motorcycle COS,3,2,19,137
63120-10,New Polaris UTV COS,3,2,16,145
63110-10,New Polaris ATV COS,3,2,16,162
63060-10,New Suzuki Scooter COS,3,2,7,143
63040-10,New Suzuki Dirt Bike COS,3,2,7,139
63030-10,New Suzuki Motorcycle COS,3,2,7,137
64930-20,Used Unit Adjustment - Elimination,8,2,52,175
63930-10,New Unit Adjustment - Elimation,3,2,52,175
24910,Used Inventory - Reserve,8,3,33,173
24900,"Used Inventory - Misc, Adj, Etc",8,3,33,173
24890,Used Inventory Other-,8,3,33,153
24840,Used Inventory Carts/Cars,8,3,33,194
24830,Used Inventory Engine-,8,3,33,152
24820,Used Inventory Generator-,8,3,33,152
24810,Used Inventory Trailer-,8,3,33,150
24800,Used Inventory-,8,3,33,152
24779,Used Inventory Snowmobile-Other,8,3,33,149
24733,Used Inventory Snowmobile-BRP,8,3,4,149
24725,Used Inventory Snowmobile-Polaris,8,3,16,149
24700,Used Inventory Snowmobile-,8,3,33,149
24679,Used Inventory PWC-Other,8,3,33,146
24633,Used Inventory PWC-BRP,8,3,4,146
24629,Used Inventory PWC-Yamaha,8,3,8,146
24623,Used Inventory PWC-Kawasaki,8,3,6,146
24600,Used Inventory PWC-,8,3,33,146
24579,Used Inventory Boats-Other,8,3,33,151
24573,Used Inventory Boats-Ranger,8,3,33,151
24571,Used Inventory Boats-TideWater,8,3,33,151
24569,Used Inventory Boats-Manitou,8,3,78,151
24567,Used Inventory Boats-Alumacraft,8,3,82,151
24565,Used Inventory Boats-Mercury Marine,8,3,86,151
24563,Used Inventory Boats-Wellcraft,8,3,33,151
24561,Used Inventory Boats-Scarab,8,3,77,151
24533,Used Inventory Boats-BRP,8,3,4,151
24529,Used Inventory Boats-Yamaha,8,3,8,151
24500,Used Inventory Boats-,8,3,33,151
24479,Used Inventory UTV-Other,8,3,33,145
24453,Used Inventory UTV-Segway,8,3,167,145
24447,Used Inventory UTV-Speed,8,3,33,145
24449,Used Inventory UTV-CFMoto,8,3,44,145
24443,Used Inventory UTV-SSR,8,3,55,145
24441,Used Inventory UTV-Hisun,8,3,113,145
24433,Used Inventory UTV-BRP,8,3,4,145
24429,Used Inventory UTV-Yamaha,8,3,8,145
24425,Used Inventory UTV-Polaris,8,3,16,145
24423,Used Inventory UTV-Kawasaki,8,3,6,145
24421,Used Inventory UTV-Honda,8,3,3,145
24400,Used Inventory UTV-,8,3,33,145
24379,Used Inventory ATV-Other,8,3,33,162
24353,Used Inventory ATV-Segway,8,3,167,162
24349,Used Inventory ATV-CFMoto,8,3,44,162
24345,Used Inventory ATV-Kayo,8,3,131,162
24343,Used Inventory ATV-SSR,8,3,55,162
24341,Used Inventory ATV-Hisun,8,3,113,162
24337,Used Inventory ATV-KTM,8,3,14,162
24333,Used Inventory ATV-BRP,8,3,4,162
24329,Used Inventory ATV-Yamaha,8,3,8,162
24327,Used Inventory ATV-Suzuki,8,3,7,162
24325,Used Inventory ATV-Polaris,8,3,16,162
24323,Used Inventory ATV-Kawasaki,8,3,6,162
24321,Used Inventory ATV-Honda,8,3,3,162
24300,Used Inventory ATV-,8,3,33,162
24279,Used Inventory Dirt Bikes-Other,8,3,33,139
24253,Used Inventory Dirt Bikes-Segway,8,3,167,139
24245,Used Inventory Dirt Bikes-Kayo,8,3,131,139
24243,Used Inventory Dirt Bikes-SSR,8,3,55,139
24237,Used Inventory Dirt Bikes-KTM,8,3,14,139
24229,Used Inventory Dirt Bikes-Yamaha,8,3,8,139
24227,Used Inventory Dirt Bikes-Suzuki,8,3,7,139
24223,Used Inventory Dirt Bikes-Kawasaki,8,3,6,139
24221,Used Inventory Dirt Bikes-Honda,8,3,3,139
24200,Used Inventory Dirt Bikes-,8,3,33,139
24179,Used Inventory Scooter-Other,8,3,33,143
24153,Used Inventory Scooter-Segway,8,3,167,143
24143,Used Inventory Scooter-SSR,8,3,55,143
24129,Used Inventory Scooter-Yamaha,8,3,8,143
24127,Used Inventory Scooter-Suzuki,8,3,7,143
24121,Used Inventory Scooter-Honda,8,3,3,143
24100,Used Inventory Scooter-,8,3,33,143
24079,Used Inventory Motorcycles-Other,8,3,33,137
24052,Used Inventory Motorcycles-Vanderhall,8,3,76,169
24051,Used Inventory Motorcycles-Zero,8,3,45,140
24049,Used Inventory Motorcycles-CFMOTO,8,3,44,137
24043,Used Inventory Motorcycles-SSR/Benelli,8,3,55,137
24039,Used Inventory Motorcycles-Triumph,8,3,17,137
24037,Used Inventory Motorcycles-KTM,8,3,14,137
24035,Used Inventory Motorcycles-Ducati,8,3,11,137
24033,Used Inventory Motorcycles-BRP,8,3,4,169
24031,Used Inventory Motorcycles-BMW,8,3,10,137
24029,Used Inventory Motorcycles-Yamaha,8,3,8,137
24027,Used Inventory Motorcycles-Suzuki,8,3,7,137
24025,Used Inventory Motorcycles-Polaris,8,3,16,169
24023,Used Inventory Motorcycles-Kawasaki,8,3,6,137
24021,Used Inventory Motorcycles-Honda,8,3,3,137
24015,Used Inventory Motorcycles-Victory,8,3,19,137
24013,Used Inventory Motorcycles-Indian,8,3,46,137
24010,Used Inventory HD,8,3,23,153
24009,Used Inventory HD-PAMAM,8,3,23,171
24008,Used Inventory HD-Trike,8,3,23,171
24007,Used Inventory HD-CVO,8,3,23,171
24006,Used Inventory HD-Street,8,3,23,171
24005,Used Inventory HD-VROD,8,3,23,171
24004,Used Inventory HD-Sportster,8,3,23,171
24003,Used Inventory HD-Dyna,8,3,23,171
24002,Used Inventory HD-Softail,8,3,23,171
24001,Used Inventory HD-Touring,8,3,23,171
24000,Used Inventory - Motorcycles,8,3,33,137
23950,Demontrator/Training Unit,3,3,33,185
23910,New Inventory - Reserve,3,3,52,175
23890,New Inventory Other-,3,3,33,153
23830,New Inventory Engine-,3,3,33,152
23820,New Inventory Generator-,3,3,33,152
23810,New Inventory Trailer-,3,3,33,150
23800,New Inventory Other-,3,3,100,151
23733,New Inventory Snowmobile-BRP,3,3,4,149
23725,New Inventory Snowmobile-Polaris,3,3,16,149
23700,New Inventory Snowmobile-,3,3,33,149
23633,New Inventory PWC-BRP,3,3,4,146
23629,New Inventory PWC-Yamaha,3,3,8,146
23623,New Inventory PWC-Kawasaki,3,3,6,146
23600,New Inventory PWC-,3,3,33,146
23573,New Inventory Boats-Ranger,3,3,93,151
23571,New Inventory Boats-TideWater,3,3,33,151
23569,New Inventory Boats-Manitou,3,3,78,151
23567,New Inventory Boats-Alumacraft,3,3,82,151
23565,New Inventory Boats-Mercury Marine,3,3,86,151
23563,New Inventory Boats-Wellcraft,3,3,33,151
23561,New Inventory Boats-Scarab,3,3,77,151
23533,New Inventory Boats-BRP,3,3,4,151
23529,New Inventory Boats-Yamaha,3,3,8,151
23500,New Inventory Boats-,3,3,33,151
23453,New Inventory UTV-SEGWAY,3,3,167,145
23449,New Inventory UTV-CFMoto,3,3,44,145
23447,New Inventory UTV-SpeedUTV,3,3,33,145
23443,New Inventory UTV-SSR,3,3,55,145
23441,New Inventory UTV-Hisun,3,3,113,145
23433,New Inventory UTV-BRP,3,3,4,145
23429,New Inventory UTV-Yamaha,3,3,8,145
23425,New Inventory UTV-Polaris,3,3,16,145
23423,New Inventory UTV-Kawasaki,3,3,6,145
23421,New Inventory UTV-Honda,3,3,3,145
23400,New Inventory UTV-,3,3,33,145
23353,New Inventory ATV-Segway,3,3,167,162
23349,New Inventory ATV-CFMoto,3,3,44,162
23345,New Inventory ATV-Kayo,3,3,131,162
23343,New Inventory ATV-SSR,3,3,55,162
23341,New Inventory ATV-Hisun,3,3,113,162
23337,New Inventory ATV-KTM,3,3,14,162
23333,New Inventory ATV-BRP,3,3,4,162
23329,New Inventory ATV-Yamaha,3,3,8,162
23327,New Inventory ATV-Suzuki,3,3,7,162
23325,New Inventory ATV-Polaris,3,3,16,162
23323,New Inventory ATV-Kawasaki,3,3,6,162
23321,New Inventory ATV-Honda,3,3,3,162
23300,New Inventory ATV-Other,3,3,33,162
23253,Used Inventory Scooter-Segway,3,3,167,139
23245,New Inventory Dirt Bikes-Kayo,3,3,131,139
23243,New Inventory Dirt Bikes-SSR,3,3,55,139
23237,New Inventory Dirt Bikes-KTM,3,3,14,139
23229,New Inventory Dirt Bikes-Yamaha,3,3,8,139
23227,New Inventory Dirt Bikes-Suzuki,3,3,7,139
23223,New Inventory Dirt Bikes-Kawasaki,3,3,6,139
23221,New Inventory Dirt Bikes-Honda,3,3,3,139
23200,New Inventory Dirt Bikes-Other,3,3,33,139
23153,New Inventory  Scooter - Segway,3,3,167,143
23143,New Inventory Scooter-SSR,3,3,55,143
23129,New Inventory Scooter-Yamaha,3,3,8,143
23127,New Inventory Scooter-Suzuki,3,3,7,143
23121,New Inventory Scooter-Honda,3,3,3,143
23100,New Inventory Scooter-Other,3,3,33,143
23052,New Inventory Motorcycles-Vanderhall,3,3,76,169
23051,New Inventory Motorcycles-Zero,3,3,45,140
23049,New Inventory Motorcycles-CFMOTO,3,3,44,137
23043,New Inventory Motorcycles-SSR/Benelli,3,3,55,137
23039,New Inventory Motorcycles-Triumph,3,3,17,137
23037,New Inventory Motorcycles-KTM,3,3,14,137
23035,New Inventory Motorcycles-Ducati,3,3,11,137
23033,New Inventory Motorcycles-CanAm Spyder,3,3,4,169
23031,New Inventory Motorcycles-BMW,3,3,10,137
23029,New Inventory Motorcycles-Yamaha,3,3,8,137
23027,New Inventory Motorcycles-Suzuki,3,3,7,137
23025,New Inventory Motorcycles-Polaris,3,3,16,177
23023,New Inventory Motorcycles-Kawasaki,3,3,6,137
